SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,2800.0,840.0,0,0,0,0
Sky2,1960.0,1680.0,0,0,0,0
Sky3,2520.0,1960.0,0,0,0,0
Sky4,1400.0,560.0,0,0,0,0
Sky5,2800.0,1960.0,0,0,0,0
Sky6,840.0,1960.0,0,0,0,0
Sky7,2520.0,3640.0,0,0,0,0
Sky8,840.0,3640.0,0,0,0,0
Sky9,560.0,2240.0,0,0,0,0
Sky10,1680.0,2520.0,0,0,0,0
Sky11,3360.0,1400.0,0,0,0,0
Sky12,2240.0,1400.0,0,0,0,0
Sky13,3360.0,1120.0,0,0,0,0
Sky14,1120.0,1960.0,0,0,0,0
Sky15,2240.0,1680.0,0,0,0,0
Sky16,3360.0,280.0,0,0,0,0
Sky17,560.0,1680.0,0,0,0,0
Sky18,3640.0,3920.0,0,0,0,0
Sky19,3640.0,1120.0,0,0,0,0
Sky20,3640.0,3920.0,0,0,0,0
Sky21,3920.0,1960.0,0,0,0,0
Sky22,2520.0,1960.0,0,0,0,0
Sky23,3640.0,280.0,0,0,0,0
Sky24,3360.0,1960.0,0,0,0,0
Sky25,2800.0,1680.0,0,0,0,0
Sky26,1400.0,1120.0,0,0,0,0
Sky27,1400.0,3640.0,0,0,0,0
Sky28,3920.0,2240.0,0,0,0,0
Sky29,0.0,560.0,0,0,0,0
Sky30,2240.0,560.0,0,0,0,0
Sky31,2240.0,3640.0,0,0,0,0
Sky32,2800.0,2520.0,0,0,0,0
Sky33,560.0,1960.0,0,0,0,0
Sky34,1960.0,840.0,0,0,0,0
Sky35,1960.0,0.0,0,0,0,0
Sky36,1120.0,2240.0,0,0,0,0
Sky37,1400.0,1400.0,0,0,0,0
Sky38,280.0,2240.0,0,0,0,0
Sky39,840.0,2240.0,0,0,0,0
Sky40,1680.0,840.0,0,0,0,0
Sky41,2240.0,840.0,0,0,0,0
Sky42,560.0,280.0,0,0,0,0
Sky43,1120.0,840.0,0,0,0,0
Sky44,2240.0,280.0,0,0,0,0
Sky45,1680.0,2800.0,0,0,0,0
Sky46,3080.0,560.0,0,0,0,0
Sky47,2240.0,3920.0,0,0,0,0
Sky48,3080.0,840.0,0,0,0,0
Sky49,840.0,0.0,0,0,0,0
Sky50,3640.0,560.0,0,0,0,0
Sky51,2800.0,280.0,0,0,0,0
Sky52,2240.0,1120.0,0,0,0,0
Sky53,2520.0,3640.0,0,0,0,0
Sky54,280.0,2240.0,0,0,0,0
Sky55,3080.0,1960.0,0,0,0,0
Sky56,3640.0,0.0,0,0,0,0
Sky57,2520.0,1120.0,0,0,0,0
Sky58,2520.0,1960.0,0,0,0,0
Sky59,0.0,3920.0,0,0,0,0
Sky60,3920.0,3640.0,0,0,0,0
Sky61,3080.0,840.0,0,0,0,0
Sky62,1400.0,3640.0,0,0,0,0
Sky63,1120.0,1960.0,0,0,0,0
Sky64,1960.0,1400.0,0,0,0,0
Sky65,1400.0,2520.0,0,0,0,0
Sky66,1400.0,3080.0,0,0,0,0
Sky67,1400.0,3360.0,0,0,0,0
Sky68,3360.0,2240.0,0,0,0,0
Sky69,840.0,3360.0,0,0,0,0
Sky70,2520.0,1400.0,0,0,0,0
Sky71,3360.0,280.0,0,0,0,0
Sky72,3640.0,3920.0,0,0,0,0
Sky73,1400.0,840.0,0,0,0,0
Sky74,2240.0,3080.0,0,0,0,0
Sky75,1680.0,1400.0,0,0,0,0
Sky76,3640.0,280.0,0,0,0,0
Sky77,2520.0,0.0,0,0,0,0
Sky78,2800.0,0.0,0,0,0,0
Sky79,280.0,3360.0,0,0,0,0
Sky80,1960.0,3080.0,0,0,0,0
Sky81,560.0,0.0,0,0,0,0
Sky82,1400.0,560.0,0,0,0,0
Sky83,1120.0,2800.0,0,0,0,0
Sky84,2240.0,3080.0,0,0,0,0
Sky85,1400.0,0.0,0,0,0,0
Sky86,0.0,3080.0,0,0,0,0
Sky87,3360.0,3080.0,0,0,0,0
Sky88,1960.0,280.0,0,0,0,0
Sky89,2800.0,840.0,0,0,0,0
Sky90,560.0,1960.0,0,0,0,0
Sky91,3080.0,1400.0,0,0,0,0
Sky92,840.0,3080.0,0,0,0,0
Sky93,2520.0,280.0,0,0,0,0
Sky94,3920.0,3360.0,0,0,0,0
Sky95,3920.0,0.0,0,0,0,0
Sky96,3360.0,2800.0,0,0,0,0
Sky97,1680.0,2240.0,0,0,0,0
Sky98,2800.0,3640.0,0,0,0,0
Sky99,2520.0,2800.0,0,0,0,0
Sky100,2800.0,840.0,0,0,0,0
Sky101,3920.0,560.0,0,0,0,0
Sky102,2520.0,2800.0,0,0,0,0
Sky103,2240.0,3080.0,0,0,0,0
Sky104,3640.0,840.0,0,0,0,0
Sky105,1120.0,1960.0,0,0,0,0
Sky106,0.0,3080.0,0,0,0,0
Sky107,560.0,280.0,0,0,0,0
Sky108,280.0,3080.0,0,0,0,0
Sky109,3360.0,1680.0,0,0,0,0
Sky110,3080.0,280.0,0,0,0,0
Sky111,2520.0,3920.0,0,0,0,0
Sky112,2800.0,840.0,0,0,0,0
Sky113,2520.0,2800.0,0,0,0,0
Sky114,560.0,2800.0,0,0,0,0
Sky115,3080.0,2240.0,0,0,0,0
Sky116,2240.0,840.0,0,0,0,0
Sky117,2800.0,1120.0,0,0,0,0
Sky118,3920.0,3080.0,0,0,0,0
Sky119,3920.0,3080.0,0,0,0,0
Sky120,2520.0,1400.0,0,0,0,0
Sky121,3360.0,3640.0,0,0,0,0
Sky122,1120.0,280.0,0,0,0,0
Sky123,3360.0,560.0,0,0,0,0
Sky124,1400.0,1120.0,0,0,0,0
Sky125,280.0,1120.0,0,0,0,0
Sky126,3360.0,3080.0,0,0,0,0
Sky127,1960.0,3920.0,0,0,0,0
Sky128,2800.0,3920.0,0,0,0,0
Sky129,280.0,2520.0,0,0,0,0
Sky130,1400.0,3920.0,0,0,0,0
Sky131,280.0,3920.0,0,0,0,0
Sky132,3080.0,0.0,0,0,0,0
Sky133,2240.0,2240.0,0,0,0,0
Sky134,3080.0,2240.0,0,0,0,0
Sky135,0.0,3640.0,0,0,0,0
Sky136,3080.0,2240.0,0,0,0,0
Sky137,2240.0,280.0,0,0,0,0
Sky138,1400.0,2520.0,0,0,0,0
Sky139,1960.0,1680.0,0,0,0,0
Sky140,2520.0,2240.0,0,0,0,0
Sky141,3360.0,3360.0,0,0,0,0
Sky142,3360.0,2520.0,0,0,0,0
Sky143,3640.0,840.0,0,0,0,0
Sky144,1400.0,3640.0,0,0,0,0
Sky145,1960.0,2800.0,0,0,0,0
Sky146,0.0,1120.0,0,0,0,0
Sky147,1120.0,3080.0,0,0,0,0
Sky148,2520.0,840.0,0,0,0,0
Sky149,1120.0,560.0,0,0,0,0
Sky150,0.0,3360.0,0,0,0,0
Sky151,1680.0,1680.0,0,0,0,0
Sky152,560.0,3920.0,0,0,0,0
Sky153,3080.0,2520.0,0,0,0,0
Sky154,560.0,3920.0,0,0,0,0
Sky155,2520.0,3080.0,0,0,0,0
Sky156,3640.0,2800.0,0,0,0,0
Sky157,560.0,280.0,0,0,0,0
Sky158,1400.0,3920.0,0,0,0,0
Sky159,560.0,1960.0,0,0,0,0
Sky160,3080.0,560.0,0,0,0,0
Sky161,1400.0,2520.0,0,0,0,0
Sky162,2520.0,840.0,0,0,0,0
Sky163,1960.0,3920.0,0,0,0,0
Sky164,1960.0,0.0,0,0,0,0
Sky165,1120.0,2240.0,0,0,0,0
Sky166,280.0,2240.0,0,0,0,0
Sky167,2800.0,2520.0,0,0,0,0
Sky168,1680.0,2800.0,0,0,0,0
Sky169,3640.0,1680.0,0,0,0,0
Sky170,280.0,1400.0,0,0,0,0
Sky171,560.0,560.0,0,0,0,0
Sky172,1960.0,840.0,0,0,0,0
