n_actual_halos,mag_h1,mag_h2,mag_h3,mag_h4
1,48.518241957315318,31.662743314810484,33.101850559104946,17.047924483999907,17.515339960430801
1,50.167732227127168,19.369390280204364,15.600633677333221,13.265510920595389,13.397430301854973
1,140.30976963618127,42.373876244034754,23.205454362388096,21.333105118858111,16.854738994816547
1,58.686551082793486,32.299448763966879,21.417504496628442,18.39783015333072,14.58933648028737
1,128.09436631508305,39.181566310707112,27.858643700507177,25.954044135799109,18.636839163411192
1,134.09896702031187,40.797925718821752,27.984303047171338,19.194952620786047,12.325483628188826
1,42.533467612221379,26.294311289495727,22.985615580428508,19.764061225895656,18.35224275626144
1,132.62070777338849,40.528967899512892,30.76841309295952,27.121772340074248,13.629953508052191
1,62.177344394344153,34.877682712404777,27.240084180170562,23.280965437131794,17.939270372819859
1,63.098102833985799,32.303220990770136,21.344272866004843,20.047139732814323,20.810842871771232
1,108.5980364666343,47.326844540327158,25.433880212305841,17.524051577917746,16.081603671792404
1,70.844246192866876,34.440947484299301,13.624748247376111,11.390006819217311,12.5302669854863
1,134.13708847917852,41.580772439584855,24.454786178866929,20.110185580793516,17.884744469870977
1,47.735754865143747,27.538927282449826,27.973940869577863,19.436826437064635,16.000166321569562
1,145.15229853604677,42.205957582181675,25.076355343574019,22.109635510942898,15.166615640244933
1,83.213249412908482,39.428373293095021,49.394096473941779,33.109416390062378,29.532054804847906
1,32.819971998004455,19.286382777172307,18.185081474783722,11.68795657993712,9.7323289201881824
1,35.346799271484912,25.201531674948438,16.740965853126301,18.295573014528596,10.930469419981032
1,86.329047186385409,39.913667933759733,21.480369026833291,19.563133449177329,14.704152826422854
1,34.59091614961806,37.956812910538282,17.421741362951458,15.917304502415631,18.373437505293417
1,84.302049696231009,41.763833245672217,30.881923226765668,32.773160403898153,22.999657345986094
1,106.83396735335155,43.524232316278287,30.355405897178706,26.085618873874118,14.478864053144285
1,138.39427265971304,55.184664609159952,25.171942627773053,27.768189170735798,23.749225306879492
1,78.282757604943711,41.294497636358265,35.224458727106224,44.766650384843906,21.781764708156476
1,143.48796809534807,43.998526890052666,35.374757337513913,20.517944566676682,14.461890665344544
1,57.219317910415562,17.560054442254849,29.092426618123891,13.292647152943772,13.459282437313233
