n_actual_halos,mag_h1,mag_h2,mag_h3,mag_h4
1,48.518241957315318,30.858177331135725,35.272038511135754,17.316189852589151,20.736298961088973
1,50.167732227127168,22.492990402035041,15.145389643773335,13.821426330961305,14.838777214864722
1,140.30976963618127,55.527417676562202,24.290073357288126,25.224154903362127,15.1906383866799
1,58.686551082793486,31.747917569794588,22.463066995276108,19.038671811465562,17.492150873925535
1,128.09436631508305,51.742397896905651,21.759459276827673,28.593261026437439,26.504729619375141
1,134.09896702031187,54.341138953788914,27.003695867957379,20.519060873895032,21.970898860436517
1,42.533467612221379,26.238714000860494,21.146897679165921,22.336696051445006,17.977416077621029
1,132.62070777338849,53.669943456927655,29.093626600128765,20.902611529353745,29.64146359971571
1,62.177344394344153,36.558551961264833,26.188501912019106,25.307020935941324,22.3444113942356
1,63.098102833985799,36.733746550050718,20.566890282189963,23.708699937787927,20.654777874855309
1,108.5980364666343,41.638234654013687,47.185839370858311,21.774259193015258,13.689272977528633
1,70.844246192866876,39.475838783091504,18.720506728950419,9.303661282733442,10.317647424569534
1,134.13708847917852,54.94238638076795,22.572167873376163,24.637187564108384,20.360062742935078
1,47.735754865143747,28.508478975375251,19.317547058310261,28.794701209269121,20.033669695318963
1,145.15229853604677,49.152263379900546,33.349052649275954,22.171567005430536,19.018286401172407
1,83.213249412908482,50.993730313358547,36.522620689031825,29.17765627720113,31.488322900263267
1,32.819971998004455,17.811068258723211,20.342614788339471,12.942736068218338,11.80909634248802
1,35.346799271484912,24.679529098328739,18.779604464546036,16.582952789728601,12.213042811120737
1,86.329047186385409,44.663265043255805,25.048409225741192,23.895924060338142,21.191984307708353
1,34.59091614961806,25.205717947272039,20.523055174273736,15.148385574757214,14.614250758613666
1,84.302049696231009,46.785516746595043,30.97875475195687,32.370134523779932,23.140207048202033
1,106.83396735335155,51.922201304550804,36.248669048432106,33.443414278681608,18.128348286519543
1,138.39427265971304,58.725684701809527,39.88298857263532,27.206008224282296,19.601666307604923
1,78.282757604943711,42.628656721139038,36.279769515482563,29.11839739341854,40.899251774862101
1,143.48796809534807,58.285141022954214,39.169527544719188,21.866480612958632,18.722937900839362
1,57.219317910415562,22.438247177469492,26.334487480723229,13.748883203619465,11.206499103549964
1,98.212261776299854,39.203718913697742,31.905489189584475,20.54917529966686,18.514463140509299
1,77.060483141902807,41.630798998160159,26.565722454779021,21.421255967353147,29.431790698789019
1,110.28076439681669,45.738016844938372,35.047852685483335,28.665918389447313,21.116683969740755
1,111.56287990753702,49.159486153797047,34.61360435816281,24.636447340846075,23.642291241446348
