SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky1,1008.0,1176.0,0,0,0,0
Sky2,2016.0,2520.0,0,0,0,0
Sky3,2184.0,2184.0,0,0,0,0
Sky4,2688.0,3696.0,0,0,0,0
Sky5,3192.0,504.0,0,0,0,0
Sky6,3528.0,504.0,0,0,0,0
Sky7,3864.0,3360.0,0,0,0,0
Sky8,1848.0,2520.0,0,0,0,0
Sky9,3864.0,504.0,0,0,0,0
Sky10,1680.0,2520.0,0,0,0,0
Sky11,1008.0,0.0,0,0,0,0
Sky12,2520.0,840.0,0,0,0,0
Sky13,3528.0,1680.0,0,0,0,0
Sky14,1344.0,168.0,0,0,0,0
Sky15,336.0,2352.0,0,0,0,0
Sky16,3696.0,3696.0,0,0,0,0
Sky17,3696.0,2688.0,0,0,0,0
Sky18,1176.0,1512.0,0,0,0,0
Sky19,2688.0,504.0,0,0,0,0
Sky20,1512.0,504.0,0,0,0,0
Sky21,504.0,2352.0,0,0,0,0
Sky22,2184.0,2688.0,0,0,0,0
Sky23,3696.0,1176.0,0,0,0,0
Sky24,1344.0,3696.0,0,0,0,0
Sky25,2352.0,2352.0,0,0,0,0
Sky26,2184.0,2856.0,0,0,0,0
Sky27,840.0,2856.0,0,0,0,0
Sky28,1008.0,504.0,0,0,0,0
Sky29,336.0,1008.0,0,0,0,0
Sky30,2352.0,672.0,0,0,0,0
Sky31,2520.0,168.0,0,0,0,0
Sky32,1176.0,1848.0,0,0,0,0
Sky33,0.0,504.0,0,0,0,0
Sky34,2520.0,3864.0,0,0,0,0
Sky35,3024.0,2856.0,0,0,0,0
Sky36,2352.0,672.0,0,0,0,0
Sky37,1344.0,1680.0,0,0,0,0
Sky38,0.0,2184.0,0,0,0,0
Sky39,336.0,4032.0,0,0,0,0
Sky40,2016.0,2688.0,0,0,0,0
Sky41,1008.0,1848.0,0,0,0,0
Sky42,672.0,1008.0,0,0,0,0
Sky43,1512.0,1512.0,0,0,0,0
Sky44,2184.0,3024.0,0,0,0,0
Sky45,1344.0,3192.0,0,0,0,0
Sky46,3024.0,1848.0,0,0,0,0
Sky47,2016.0,168.0,0,0,0,0
Sky48,1848.0,4032.0,0,0,0,0
Sky49,2856.0,1848.0,0,0,0,0
Sky50,2184.0,3528.0,0,0,0,0
Sky51,1008.0,840.0,0,0,0,0
Sky52,2352.0,1008.0,0,0,0,0
Sky53,2856.0,2688.0,0,0,0,0
Sky54,3192.0,840.0,0,0,0,0
Sky55,2352.0,4032.0,0,0,0,0
Sky56,1176.0,168.0,0,0,0,0
Sky57,840.0,1848.0,0,0,0,0
Sky58,840.0,3864.0,0,0,0,0
Sky59,336.0,1008.0,0,0,0,0
Sky60,3864.0,2856.0,0,0,0,0
Sky61,3528.0,504.0,0,0,0,0
Sky62,1512.0,3864.0,0,0,0,0
Sky63,1176.0,2016.0,0,0,0,0
Sky64,3528.0,504.0,0,0,0,0
Sky65,1512.0,1176.0,0,0,0,0
Sky66,2352.0,504.0,0,0,0,0
Sky67,2520.0,3528.0,0,0,0,0
Sky68,336.0,1512.0,0,0,0,0
Sky69,2184.0,2016.0,0,0,0,0
Sky70,2352.0,1176.0,0,0,0,0
Sky71,1848.0,1344.0,0,0,0,0
Sky72,3360.0,2184.0,0,0,0,0
Sky73,1344.0,1512.0,0,0,0,0
Sky74,2184.0,2856.0,0,0,0,0
Sky75,1344.0,0.0,0,0,0,0
Sky76,1176.0,3528.0,0,0,0,0
Sky77,504.0,336.0,0,0,0,0
Sky78,3696.0,168.0,0,0,0,0
Sky79,3696.0,336.0,0,0,0,0
Sky80,3192.0,336.0,0,0,0,0
Sky81,2184.0,2520.0,0,0,0,0
Sky82,3192.0,1680.0,0,0,0,0
