n_actual_halos,mag_h1,mag_h2,mag_h3,mag_h4
1,48.518241957315318,32.467309298485226,30.959999159855553,16.701097146931129,19.092187110979513
1,50.167732227127168,13.882556154211306,17.784348507343882,14.818203184420916,15.112857659836628
1,140.30976963618127,26.18433788412106,22.222727994173788,15.740148519680549,22.934107200683087
1,58.686551082793486,30.236721040910812,17.858245991483958,19.258307989384015,11.510428343029574
1,128.09436631508305,27.031284469353253,28.79386401470121,27.958626243954264,19.77771308990798
1,134.09896702031187,21.126718060550353,27.394078752889122,31.377424666887016,14.058641328130312
1,42.533467612221379,26.349908578130957,24.430291261123209,18.544860729130114,20.543779157005705
1,132.62070777338849,27.205384338481615,31.802833807602862,26.483570535499183,15.150189492733739
1,62.177344394344153,32.242239832986655,25.881329703574899,21.113548956197796,28.788143242973774
1,63.098102833985799,27.872695431489536,22.003455475284387,16.859450280758907,20.827364041818317
1,108.5980364666343,43.785346814170254,19.974435654976361,15.414906557080478,14.16672737612703
1,70.844246192866876,29.406056185507094,10.717401919377755,8.0176236304340289,11.268932529351046
1,134.13708847917852,28.219158498401736,25.764641365260939,22.448206075648166,20.429244325733375
1,47.735754865143747,26.569375589524395,30.527764601205298,16.738634039576183,14.545803318676008
1,145.15229853604677,35.259651784462783,20.704034629987966,23.517731695153632,13.786516529190866
1,83.213249412908482,37.65966171805821,46.704984917370759,34.425669452788874,27.19161898664137
1,32.819971998004455,21.368422891953347,16.959619393211856,13.84094187806523,7.7795525499588187
1,35.346799271484912,25.723534251568136,14.703986544633411,19.918686254177594,9.5538192976856706
1,86.329047186385409,36.917775135422765,16.753896703471671,14.582940818073618,22.364187251427534
1,34.59091614961806,36.259740837204028,16.301607053891573,18.376688094345059,15.507555031848829
1,84.302049696231009,36.742149744749398,29.464559044928404,32.714682995458702,33.680981772775269
1,106.83396735335155,42.52251349921616,31.181820837222631,15.434479286148088,11.024254375115229
1,138.39427265971304,47.759387583706868,27.065765887228974,23.268267131985937,24.653817095965028
1,78.282757604943711,41.043044968524796,34.792828199321519,42.141194383813946,17.600582197261986
